_id,name,img,info,left,right,up,down
5fc57c7b9d5374db554959d6,Hugh Gillis Hall,https://i.imgur.com/GmAmnZU.jpg,"This is Hugh Gillis Hall, which houses communications, theater and television, radio, film majors. A smaller theater is connected to this building, and a radio station run by students is also run from here",5fc57c7b9d5374db554959d4,5fc57c7b9d5374db554959d3,null,5fc57c7b9d5374db554959e1
5fc57c7b9d5374db554959d7,Interdisciplinary Science Building,https://i.imgur.com/yVBW9Ne.jpeg,"This is the new science building currently under construction set to open early 2022. Currently, its name is the Interdisciplinary Science Building, and will house all science majors including chemistry and biology. It will be state of the art and have both teaching and research facilities.",5fc57c7b9d5374db554959d8,null,null,5fc57c7b9d5374db554959db
5fc57c7b9d5374db554959d8,MacQuarrie Hall,https://i.imgur.com/ZbacXYU.jpg,"This is MacQuarrie Hall which houses mathematics, computer science, justice studies, and forensic science. The first floor has a small market Ginger, which is convenient for fast pickups of food, snacks, and coffee. ",5fc57c7b9d5374db554959d7,5fc57c7b9d5374db554959e0,null,5fc57c7b9d5374db554959db
5fc57c7b9d5374db554959d9,Music Building,https://i.imgur.com/ZwoCOMD.jpg,"This is the Music Building for all the music majors, it features 36 soundproof practice rooms, recording studio, and a concert hall. This is also where the marching band, jazz band, and choir practice as well.",5fc57c7b9d5374db554959c6,5fc57c7b9d5374db554959ca,null,5fc57c7b9d5374db554959df
5fc57c7b9d5374db554959da,Science Building,https://i.imgur.com/ktyqM1M.jpg,"This is the science building where science related majors like physics , astronomy, and chemistry are housed. Fun Fact: The budget to build this building was only $350, so a lot of equipment from World War II was used to build it.",5fc57c7b9d5374db554959e2,5fc57c7b9d5374db554959d4,null,5fc57c7b9d5374db554959e1
5fc57c7b9d5374db554959db,Spartan Complex,https://i.imgur.com/o4tnlSH.jpg,"This is Spartan Complex, it has locker rooms, indoor pool, indoor basketball courts, and dance studios. Many kinesiology classes are done here.",5fc57c7b9d5374db554959e3,5fc57c7b9d5374db554959dd,null,5fc57c7b9d5374db554959d0
5fc57c7b9d5374db554959dc,Spartan Recreation and Aquatic Center,https://i.imgur.com/EaKEcjB.jpg,"This is the Spartan Recreation and Aquatic Center, better known as the SRAC, where students can go to workout, play sports, swim, etc. The facilities offered here are: a leisure pool, lap pool, rock climbing wall, track, two basketball courts, a volleyball court, indoor soccer, dance and yoga studios, and lots of machines for working out.",5fc57c7b9d5374db554959e0,5fc57c7b9d5374db554959c9,null,5fc57c7b9d5374db554959d9
5fc57c7b9d5374db554959dd,Student Wellness Center,https://i.imgur.com/H04DrPe.jpg,"This is the Student Wellness Center where students can go for any health related concerns. The first floor has a discounted pharmacy, massage center, and information desk for all wellness concerns. The second floor is for the doctors? offices where if needed you can get medical attention.",5fc57c7b9d5374db554959e0,5fc57c7b9d5374db554959ca,null,5fc57c7b9d5374db554959d9
5fc57c7b9d5374db554959de,Student Services Center,https://i.imgur.com/H514ilV.jpg,"This is the Student Services Center, located on the first floor of North Garage, this is where all student logistics are handled. The offices/services here include: Academic Advising & Retention Services, ASPIRE/McNair, The Bursar's Office, Financial Aid & Scholarship Office, Graduate Admissions & Program Evaluations, New Student and Family Programs, Office of the Registrar, Peer Connections, Student Outreach and Recruitment, and Undergraduate Admissions.
",null,5fc57c7b9d5374db554959d2,null,null
5fc57c7b9d5374db554959df,Diaz Compean Student Union,https://i.imgur.com/U9F7PbQ.jpg,"This is the Diaz Compean Student Union, the hub for all students to hangout and grab food on campus. Alongside the food court, the SU has ballrooms, meeting rooms, study areas, a bowling and billiards center, theater, and Starbucks. Many services are also available here, including: information center, student involvement, A.S. Cesar E. Chavez Center, veterans resource center, Aferican American student success center, pride center, gender equity center, transportation solutions, print & technology center, and the spartan bookstore.
",5fc57c7b9d5374db554959cf,5fc57c7b9d5374db554959d9,null,5fc57c7b9d5374db554959ca
5fc57c7b9d5374db554959e0,Sweeney Hall,https://i.imgur.com/59N33Lq.jpeg,"This is Sweeney Hall/College of Education, which houses child and adolescent development and communicative disorder majors. The first floor has a daycare as well, where some students work for hands on experience.",5fc57c7b9d5374db554959dc,5fc57c7b9d5374db554959d8,null,5fc57c7b9d5374db554959dd
5fc57c7b9d5374db554959e1,Tower Hall,https://i.imgur.com/PleXBjU.jpg,"This is Tower Hall and Morris Dailey Auditorium, the oldest building on campus. Since the auditorium seats 1,000 people, this space is used mainly for general education classes that have many students. Student orientation also happens here alongside other guest speaker events. The President?s office is located here too and students can walk in whenever. Fun Fact: You often hear the bell ringing throughout the day from the tower, however it is just a recording. The original bell got too old and was taken off and is now placed across the path next to Tower Hall.",5fc57c7b9d5374db554959d3,5fc57c7b9d5374db554959ce,null,5fc57c7b9d5374db554959da
5fc57c7b9d5374db554959e2,Washington Square Hall,https://i.imgur.com/FKMGesj.jpg,"This is Washington Square Hall, which houses majors like African American studies, dance, and environmental science. Fun Fact: Scenes from the movie Flubber starring the late Robin Williams were filmed here.",5fc57c7b9d5374db554959e3,5fc57c7b9d5374db554959da,null,5fc57c7b9d5374db554959cc
5fc57c7b9d5374db554959e3,Yoshihiro Uchida Hall,https://i.imgur.com/KaVCbH4.jpg,"This is Yoshiharo Uchida Hall, named after Coach Uchida himself who introduced Judo into the Olympics and still coaches here at the age of 99. Health sciences majors are housed here. This building also has the basketball arena.",5fc57c7b9d5374db554959d7,5fc57c7b9d5374db554959e2,null,5fc57c7b9d5374db554959db
